music_id,music_duration,music_key,music_acousticness,music_danceability,music_energy,music_instrumentalness,music_liveness,music_loudness,music_mode,music_speechness,music_valence,music_tempo
5yyYL1FpimADTIftYQU0cg,410847,5,0.0709,0.697,0.643,0.584,0.101,-10.253,0,0.0384,0.748,118.004
5aIVCx5tnk0ntmdiinnYvw,200256,3,0.0856,0.673,0.722,0.0,0.137,-3.495,0,0.0755,0.519,117.187
5TY9ovYtBeJTY9s7K3ijEd,279824,0,0.575,0.645,0.792,0.0,0.0899,-7.466,1,0.0541,0.679,158.53
4xhsWYTOGcal8zt0J161CU,138411,2,0.0026,0.943,0.558,2.19e-06,0.0937,-4.911,1,0.0568,0.606,104.983
1eOOCRtXcPwK8qG8VjtczJ,306909,8,0.00824,0.765,0.453,0.0651,0.0641,-9.63,1,0.059,0.622,112.015
52eIcoLUM25zbQupAZYoFh,270698,2,0.00529,0.624,0.74,0.000224,0.5,-8.445,1,0.0481,0.246,172.089
4iZ4pt7kvcaH6Yo8UoZ4s2,201800,5,0.141,0.559,0.551,0.0,0.11,-7.231,1,0.132,0.392,143.008
1ng4byy7mejezJ08hs4P7R,413839,1,0.00391,0.822,0.571,0.0572,0.0518,-11.215,0,0.0527,0.547,112.998
1whAXVGN8AdfrnoXNIXfJf,190393,1,0.183,0.61,0.599,0.000124,0.0854,-5.752,1,0.341,0.805,154.255
3XqM8hLCEYlbnFjoWwqtFv,306847,4,0.192,0.406,0.5,0.0,0.175,-8.452,0,0.0501,0.0905,157.984
38yfPQYoGWFJtn3NLBqTB0,411429,0,0.0471,0.91,0.902,0.000517,0.0881,-6.693,0,0.0465,0.903,111.998
3oPYVnm0LsmAQ4RobrRS29,447835,6,0.06,0.861,0.524,0.000776,0.0231,-13.325,0,0.0667,0.632,111.982
4URabg9AGHasjFEVdTbWcC,280425,1,5e-05,0.831,0.568,0.0901,0.122,-9.984,1,0.0515,0.16,113.009
4J1H4EuucGhhYfcPpYCBRr,492617,1,0.0133,0.785,0.471,0.688,0.119,-12.497,1,0.0468,0.497,112.991
6uTPdRrEDeH8Fyg5L5qmeU,125902,1,0.0504,0.781,0.567,0.0,0.0981,-7.857,1,0.0969,0.0743,121.964
6OGNF7mro80pMi5q1HhylS,390874,4,0.0332,0.867,0.783,3.96e-05,0.0196,-3.687,1,0.0522,0.577,113.013
4nFrcGM7MY1mpoQCC7Kefj,192936,10,0.117,0.775,0.662,0.0648,0.0928,-7.755,1,0.0408,0.257,112.014
0mflMxspEfB0VbI1kyLiAv,182347,9,0.782,0.662,0.488,0.0,0.102,-6.894,1,0.0682,0.817,117.913
2Oe52Ggx8lxxI55azZbr5h,463037,10,0.0159,0.806,0.682,0.00185,0.0548,-9.961,0,0.0537,0.582,112.992
3rUGC1vUpkDG9CZFHMur1t,131872,6,0.256,0.75,0.733,0.0,0.114,-3.18,0,0.0319,0.844,111.018
0JXXNGljqupsJaZsgSbMZV,195373,11,0.0267,0.684,0.607,0.000307,0.191,-8.127,0,0.1,0.498,81.001
5PyDJG7SQRgWXefgexqIge,265360,8,0.183,0.755,0.687,0.000177,0.125,-6.247,0,0.101,0.381,123.01
0OBkFew4sntJl9PaJp0TOA,460800,10,0.0396,0.75,0.533,0.354,0.0264,-9.95,0,0.073,0.513,113.031
710qLZ4WOxBj7ZaVbVJtkh,450326,11,0.0132,0.875,0.374,0.117,0.0394,-17.522,0,0.0516,0.661,113.002
7CyPwkp0oE8Ro9Dd5CUDjW,244685,8,0.0545,0.522,0.641,0.0,0.162,-6.287,1,0.0318,0.202,87.51
4xQgivVLGFlB0tctjpR2SU,260489,8,0.447,0.669,0.584,0.0,0.0568,-7.419,1,0.108,0.751,141.697
0QosomGFiJYOxj2ViZfqng,229332,1,0.0723,0.69,0.543,0.0291,0.0873,-6.752,1,0.0364,0.376,88.004
6WzRpISELf3YglGAh7TXcG,215467,1,0.0569,0.855,0.678,3.69e-05,0.412,-6.276,1,0.189,0.852,99.029
17phhZDn6oGtzMe56NuWvj,210689,9,0.199,0.561,0.604,1.9e-05,0.104,-4.409,1,0.0337,0.242,159.92
4iuNZTcvT9diFySSzVsnVS,217347,8,0.452,0.569,0.596,7.92e-05,0.205,-6.486,1,0.172,0.754,93.135
6wf7Yu7cxBSPrRlWeSeK0Q,222370,0,0.959,0.444,0.0911,1.05e-06,0.098,-17.665,1,0.0307,0.142,78.403
7aqfrAY2p9BUSiupwk3svU,247444,2,0.0277,0.47,0.64,0.0,0.382,-7.779,1,0.32,0.248,163.92
4rXLjWdF2ZZpXCVTfWcshS,125040,1,0.119,0.847,0.622,0.0,0.285,-6.747,0,0.0903,0.22,130.001
5tpft20jhQvRlG3O7XfwWy,391888,1,0.0246,0.842,0.504,0.0139,0.0698,-7.557,1,0.0534,0.495,112.995
2ee1Pa7Gs7lIGRXrl217IG,382334,1,0.0209,0.752,0.8,0.000982,0.224,-8.945,1,0.038,0.252,113.013
3xKsf9qdS1CyvXSMEid6g8,184516,9,0.667,0.545,0.545,5.48e-05,0.417,-7.362,1,0.107,0.549,159.94
4P62OAoBti8I0OusyVFQJc,351558,10,0.0017,0.916,0.543,4.06e-05,0.167,-12.538,0,0.0926,0.731,112.005
3h5TiWTqGxjSjFrbruPFH9,263040,6,0.128,0.66,0.727,1.31e-05,0.524,-4.028,0,0.0441,0.418,125.023
7Gc7tNSocAypLct0MYYzmk,347148,10,0.0295,0.869,0.549,0.0252,0.0679,-11.258,0,0.065,0.146,112.028
597LY7HnUeb9n6EUFUF8uc,347148,1,0.0408,0.791,0.675,0.000709,0.0881,-8.063,0,0.0572,0.325,111.998
3LfXImvXHkHzz0qqdFAol4,336658,5,0.0646,0.731,0.958,0.707,0.276,-8.272,0,0.0673,0.202,118.015
2Heqj9jtxarmecKxycGSWn,210714,1,0.487,0.556,0.675,3.53e-05,0.102,-6.85,0,0.0564,0.742,167.826
3uwYsiS1nnYDfVQMBbdX2B,433935,0,0.331,0.883,0.888,0.0,0.268,-1.012,0,0.107,0.827,107.015
1qhODkCMlYY22JflCKJQnz,385068,9,0.357,0.754,0.843,0.0,0.359,-5.921,0,0.113,0.953,107.99
7ME2ZENU0G5H7IlnPbWvOv,172364,5,0.12,0.89,0.917,0.0,0.265,-1.942,1,0.0443,0.771,110.003
2hVnTuP0zdUEwHhME9ThnC,248337,2,0.38,0.819,0.874,0.0,0.0558,-3.722,0,0.0462,0.835,115.995
6g95dK7o7vVh8ZCnDAseU5,235833,1,0.0477,0.573,0.759,1.37e-06,0.193,-4.706,0,0.0428,0.745,131.931
6m8vcn1JPflk8xBoFsaPDP,158586,9,0.379,0.797,0.614,0.0,0.122,-6.05,1,0.0616,0.363,111.989
1CQzS4IBMOHRYGgEg3eZrz,192927,2,0.392,0.46,0.6,0.0,0.32,-5.404,0,0.0606,0.572,137.585
0ZGmHDAUSgGV5mCUbtYFe7,156415,6,0.134,0.596,0.694,0.0,0.105,-7.461,0,0.0345,0.27,160.003
3vPePoOiJnSDLyqD3Hvrcr,204774,11,0.544,0.644,0.807,0.0,0.455,-2.198,0,0.0471,0.505,94.893
0zyAjQxKKcs5UAdctKc0xR,189818,0,0.47,0.732,0.892,0.0,0.102,-1.202,0,0.121,0.797,109.975
6yVGUtmHwDsqqXs1Lak423,196651,1,0.137,0.516,0.675,0.0,0.178,-4.517,0,0.0287,0.443,129.963
1oh3WIRKgoNi60o9SMykwS,248242,5,0.13,0.671,0.744,2.25e-05,0.105,-6.582,0,0.0381,0.472,91.037
7FhwM9XJeuVHbmpOcuZxxs,184973,2,0.372,0.846,0.774,0.0,0.282,-3.022,0,0.0642,0.65,106.99
3WOiSsqfXPZAtGTr2PFj6S,196806,5,0.575,0.706,0.467,0.0,0.112,-9.396,0,0.0401,0.224,100.045
4Guq7XrO1FjduwFBsVbr0E,216357,2,0.244,0.722,0.688,0.00117,0.138,-7.008,0,0.0267,0.881,104.999
2WuP742LZAVBU21UQXkj5e,198571,6,0.111,0.711,0.642,0.0,0.0667,-7.253,1,0.0487,0.757,83.958
6rxTHBynk2xnedaoqsW7p4,330253,1,0.209,0.894,0.774,0.0,0.186,-1.758,1,0.0913,0.916,110.042
7AVngULvj8UIiF4TvM2zFt,48000,10,0.16,0.84,0.809,0.0,0.0666,-2.794,0,0.0918,0.833,115.134
08yqfVX2AXNzrq6xlaGB3h,229026,11,0.79,0.374,0.517,0.0,0.104,-8.283,0,0.0646,0.686,173.936
3g4p8OgtpxHpEHzEjnRo6J,175911,10,0.769,0.566,0.332,0.0,0.0806,-11.366,1,0.0658,0.322,88.957
4Vm5J277k6HH6CNZEZXAE9,201185,1,0.0247,0.779,0.712,0.0,0.252,-5.262,0,0.0388,0.543,104.961
7qnR06N2Ekj9iBOQHiFqdq,219813,11,0.558,0.733,0.695,0.0,0.41,-4.387,0,0.0474,0.834,106.883
5R5ijj7vBugTf5Lnp0qbWk,195403,6,0.278,0.537,0.971,0.0,0.292,-4.845,0,0.0947,0.531,122.844
63Gl4Wqr98iJnWoNGFOQjr,261224,4,0.462,0.716,0.823,6.39e-06,0.628,-4.873,0,0.0528,0.909,139.931
3Hf81fxwZmFrTgqaSqyTfw,211331,8,0.0746,0.878,0.957,1.45e-06,0.378,-0.428,1,0.0762,0.92,117.008
5kdlxZ5skOYY3VK8RlfEIZ,206113,3,0.487,0.78,0.59,1.07e-05,0.115,-7.77,0,0.132,0.66,104.977
2NF0gMDLnJSaqIfj0SvrDi,240673,6,0.519,0.624,0.622,0.0,0.0764,-7.942,0,0.0901,0.584,90.014
0T61bGOEKCv09tvbbiXb8u,183197,8,0.129,0.839,0.922,0.0,0.356,-1.46,1,0.063,0.882,109.988
3ilp9U50Ak4CKkS7jdCY4L,170000,11,0.0688,0.85,0.8,0.0,0.149,-3.873,1,0.041,0.846,119.985
0TnD2vJ9M91YXbBQqhK8lU,245819,2,0.0417,0.651,0.69,0.0,0.183,-6.675,0,0.0368,0.492,127.997
5hCAs0OsDpCy6kZxEAI3aw,186990,7,0.326,0.797,0.697,0.0255,0.134,-6.375,0,0.0397,0.926,140.055
68WRDAU8QecpIyasp2BEby,306362,3,0.53,0.393,0.5,0.00217,0.171,-9.22,0,0.14,0.367,81.882
2X6nInxASivyRpPPNToiD0,355939,2,0.067,0.9,0.86,0.0,0.128,-1.963,0,0.113,0.69,108.036
0Oz1kaka4qeWhjntOZTRFv,232500,1,0.486,0.599,0.428,0.0,0.0995,-8.555,0,0.17,0.36,80.026
4vIbws1xp082bv0zl8vLaJ,237832,3,0.373,0.74,0.507,0.000201,0.239,-8.764,0,0.118,0.551,103.993
00TO3hVgOAgfKrRjrKEZxx,181311,6,0.578,0.447,0.54,0.000586,0.2,-12.572,0,0.0446,0.499,97.747
3FJ2RFcLUogTbyt9MGVQoC,282430,2,0.4,0.478,0.639,0.0,0.106,-5.248,0,0.0454,0.298,139.619
0Kb87SCKl8pFyKm0yD9TYf,163122,7,0.104,0.741,0.819,0.0051,0.427,-5.189,0,0.0708,0.86,92.332
0qC4KxOmWoSaMqwj9rHp49,178886,7,0.921,0.671,0.41,0.00181,0.102,-8.192,0,0.183,0.51,165.955
5uY9sxUgX1EarWZXCKdzzu,297000,2,0.133,0.756,0.948,0.0,0.433,-1.691,1,0.123,0.874,107.009
21xzasfNyth66koAVTkNTA,252076,1,0.728,0.339,0.303,0.00969,0.201,-11.376,0,0.0358,0.144,139.641
2eyEsqY6J8b4KqaVEkXa8l,360453,3,0.618,0.24,0.37,0.0,0.0884,-14.992,1,0.0382,0.218,70.325
6S6nYPaoZSmXbcbw6pVMvR,311867,7,0.312,0.829,0.932,0.0,0.26,-0.632,1,0.161,0.889,106.982
4y5cWLlxJzEumBAdGzdY5s,188119,10,0.165,0.776,0.633,0.0,0.205,-6.448,0,0.0928,0.388,119.962
7GdTv7oq8wMIEHm6ZO3C5w,231471,6,0.165,0.799,0.978,0.0,0.211,1.155,1,0.18,0.777,111.945
0PTlHYXWyCeayIw3Tpafdl,216816,0,0.435,0.579,0.9,0.0,0.365,-2.534,0,0.158,0.741,186.088
7JTf7bVijxgDdkmozrswvE,304225,0,0.858,0.464,0.458,0.00409,0.264,-9.437,0,0.0475,0.371,142.151
5BiSAqXhrMRoxvDd34vBXT,272433,2,0.245,0.625,0.585,0.0,0.0659,-8.747,1,0.0367,0.461,163.925
0SbObewB36qKLWcaxMntej,195882,0,0.47,0.686,0.66,7.01e-05,0.206,-5.947,0,0.0291,0.727,135.984
1IMRi5UVOV77PsAgdWDvzh,136133,9,0.366,0.878,0.722,0.00311,0.141,-6.917,1,0.0473,0.57,117.967
6BWgLorAwF17ofyu8361HM,129123,6,0.075,0.91,0.844,1.22e-05,0.0297,-4.224,1,0.0735,0.876,113.027
3JozQbIWMHBTKIghXKehVy,157200,1,0.0238,0.774,0.594,0.000231,0.546,-6.838,1,0.0392,0.708,100.001
2khv04F26pnJr4989Maowi,143111,0,0.462,0.53,0.844,0.0,0.123,-8.214,0,0.211,0.834,134.977
3eWpfsYgd5OL2QdwcVcF6Q,196364,8,0.36,0.827,0.819,3.22e-06,0.155,-6.324,1,0.0787,0.882,110.008
5KV5UXd1uNZZafWTudrVft,180638,10,0.105,0.584,0.747,0.0013,0.149,-4.726,0,0.258,0.798,98.111
7FB5261Iv3MRbSz13HYP5l,131187,9,0.665,0.825,0.66,4.1e-06,0.165,-5.471,0,0.0669,0.965,107.982
35MU2MEhQMw0NhXZztAP9m,233571,1,0.256,0.689,0.835,1.14e-05,0.22,-6.364,0,0.144,0.769,111.966
2LP8KwtvzUx1onvXKQCoKR,171089,1,0.641,0.592,0.536,0.0101,0.136,-8.872,0,0.344,0.294,136.087
6rOqLUy3kp0PVQQEtNPpbQ,174744,10,0.184,0.804,0.744,0.388,0.104,-5.39,0,0.0395,0.775,104.981
0zVk3uuV9UhxAt48F3OL12,186154,5,0.471,0.823,0.415,0.0316,0.128,-10.845,0,0.0637,0.488,113.976
59sAr7NvZDeH7oYrkiyZcQ,168103,6,0.0286,0.821,0.619,4.93e-06,0.118,-9.496,0,0.102,0.388,115.949
652eb66Jp9rLJ3erEwaCio,136856,8,0.124,0.576,0.768,7.75e-05,0.078,-3.422,1,0.129,0.878,133.012
7CkDjDtJjCZA7AW7RBvrvC,205714,5,0.237,0.91,0.382,6.87e-06,0.0744,-12.723,0,0.0796,0.378,111.991
4E8EciYYzTKF4REO51XQiS,166000,5,0.0127,0.788,0.819,0.0,0.225,-5.795,1,0.0327,0.2,107.003
0GeZh7YiQRqYwHS2IdEskL,154985,7,0.269,0.831,0.761,0.00215,0.12,-6.574,1,0.137,0.797,114.062
2dyny0cqxTu0hEVLBUMyV2,147193,5,0.157,0.654,0.764,0.0,0.621,-6.005,1,0.0349,0.885,116.121
7yKjDDd9w01nFEOD5adoHq,138069,6,0.74,0.847,0.825,0.000175,0.151,-7.042,0,0.106,0.726,113.019
0UEct6UTSjqEex8AHOUf5z,149171,1,0.0485,0.759,0.788,3.67e-05,0.0644,-4.776,1,0.095,0.743,100.029
2oXElJdmnDXKkeWNEYiK7A,192432,6,0.18,0.897,0.396,8.93e-05,0.185,-11.215,0,0.206,0.785,110.974
4RoKNqyZ9622tcAeNPNv5k,153347,2,0.0851,0.808,0.634,0.0,0.127,-6.764,0,0.172,0.569,100.03
5c1rWQAa8GX8LgCC9h3d1N,189016,0,0.379,0.415,0.786,0.0,0.153,-5.604,0,0.172,0.458,192.408
19IAoqAkRQ5tC1U0p7SWpZ,165378,8,0.35,0.815,0.644,8.04e-06,0.205,-5.692,1,0.082,0.567,119.02
5ZtK8XAVnoaGdBXZWCEVCY,157714,6,0.692,0.778,0.801,0.000155,0.0912,-7.326,0,0.106,0.914,104.986
0x3sDnom0itB72oEVrRE7v,210195,9,0.0864,0.841,0.831,0.00137,0.0708,-5.64,0,0.0409,0.584,111.016
2H0w7oYDjUvgsFlNQ5swIg,134483,5,0.547,0.825,0.767,4.6e-06,0.0914,-7.893,1,0.0418,0.857,115.957
5dVJTSZhL2n81ZkT4PZu0x,155020,4,0.113,0.898,0.735,0.00592,0.173,-7.374,0,0.109,0.403,95.992
02qAdqcn1HGt3RMWMTDkSe,154667,0,0.526,0.431,0.854,5.39e-06,0.121,-8.651,0,0.296,0.805,64.595
7CIhImlbs2RtT58oKnvROT,161515,1,0.0513,0.881,0.936,0.00277,0.406,-4.275,1,0.0522,0.819,113.013
2GWkO5XkrxGJJWrKxLLRjA,157241,0,0.174,0.849,0.417,2.44e-06,0.119,-13.451,1,0.0584,0.677,116.003
1JqxgXNhqWpFss7nZzlwOz,179485,5,0.164,0.785,0.696,1.49e-05,0.149,-7.105,1,0.0919,0.594,116.067
5mhM7bfzv52bzfCzlq8vH1,217566,6,0.0335,0.903,0.428,6.23e-06,0.0623,-14.557,1,0.247,0.503,115.029
3EfMWIEGQB24dQv5x4Hwvx,240000,7,0.116,0.698,0.568,0.00492,0.152,-8.314,1,0.211,0.243,95.268
747cO9FmyVvRCrsRusfwdL,147363,2,0.373,0.753,0.693,0.000234,0.12,-8.111,1,0.245,0.869,107.985
0V9hYbo9uL11hqLP3u0yqA,177319,0,0.222,0.706,0.606,0.000194,0.113,-5.764,1,0.0831,0.491,165.997
6bBQmflDHD8a35PeZjw44J,153757,1,0.312,0.716,0.685,0.0,0.224,-5.407,1,0.169,0.791,114.002
4nFrcGM7MY1mpoQCC7Kefj,192936,10,0.117,0.775,0.662,0.0648,0.0928,-7.755,1,0.0408,0.257,112.014
2JtrWZrpNkbSEzG5m9phAV,136552,4,0.188,0.849,0.773,0.000134,0.244,-6.921,0,0.168,0.172,116.168
1n3JvneU8FhfldfTQ8BdZs,138305,8,0.331,0.866,0.702,0.000156,0.0519,-8.965,1,0.136,0.861,117.99
7vKXc90NT5WBm3UTT4iTVG,194040,6,0.182,0.724,0.809,0.0,0.0765,-5.022,0,0.0929,0.606,99.005
0QdQh3umB7stVOExuHlWvl,124000,7,0.0349,0.723,0.785,0.00293,0.0897,-6.38,1,0.243,0.645,187.967
1mk8ZC9OeTZMr8Wy31LqRj,154513,2,0.0923,0.837,0.831,0.176,0.0819,-6.21,1,0.08,0.529,111.978
4jcrO2T6XJ1B7hXsAEJ3ve,209763,6,0.406,0.771,0.399,4.93e-05,0.115,-7.876,0,0.122,0.0885,115.985
25k1dcqUAmq4uYKUFj7u3o,151598,8,0.504,0.788,0.728,0.0019,0.273,-4.024,1,0.053,0.874,103.017
4bE2eWDiGBzRgfTl5IPBW4,175820,5,0.119,0.738,0.692,0.00936,0.0453,-8.753,0,0.0713,0.834,111.972
6TBpPOmLOa1mInpq3PIz6N,170606,6,0.209,0.815,0.923,0.0,0.255,-3.753,0,0.0875,0.622,114.009
6GkFuU6FVfx866bhM1T1Iz,170323,8,0.242,0.521,0.584,0.0,0.276,-5.692,0,0.104,0.556,118.932
0YeUYYOh25Cn57DKTC8uS4,188985,9,0.136,0.854,0.731,0.00548,0.131,-5.568,1,0.0485,0.598,113.018
7sFukIJffFFLwnazXIbqP5,129057,11,0.327,0.575,0.724,0.000116,0.302,-7.331,0,0.268,0.71,105.96
2GG6ETOQ8jiXcKYrwhNi0M,155500,6,0.568,0.746,0.876,0.000141,0.205,-5.972,0,0.147,0.93,112.47
0NJAqnvbF6vzripOB7PclP,175396,8,0.531,0.866,0.494,0.0,0.118,-7.139,0,0.0827,0.77,121.018
1c6hnvWjzUsJoypgwUV2sE,121845,8,0.277,0.689,0.449,2.17e-06,0.0916,-7.169,0,0.0366,0.788,126.056
57Z7lSnhwx82laEb6rdZPB,224615,5,0.23,0.549,0.848,3.12e-06,0.397,-4.184,0,0.344,0.524,155.824
4wZTvLi0khNRqqz4i5XhdV,186000,3,0.294,0.721,0.455,0.0,0.116,-9.812,0,0.343,0.879,120.184
2kbNBhtgGiTxBuZTCXiQVY,153887,2,0.474,0.882,0.636,0.03,0.055,-8.459,1,0.124,0.695,95.978
5AxEGHRwgBqFDZ20ilkCw6,175385,8,0.495,0.694,0.689,0.0,0.242,-6.95,1,0.0833,0.669,77.905
2v6jmF6VQWS96x6tSg05IC,206182,5,0.285,0.491,0.486,0.0,0.0976,-6.588,1,0.0347,0.262,82.411
6zdryckXPbIeQE5npNqvNp,163965,7,0.0813,0.797,0.526,0.0,0.167,-10.404,1,0.0429,0.896,120.051
1BxfuPKGuaTgP7aM0Bbdwr,178427,9,0.117,0.552,0.702,2.06e-05,0.105,-5.707,1,0.157,0.564,169.994
3vkCueOmm7xQDoJ17W1Pm3,137773,9,0.868,0.504,0.308,0.135,0.158,-14.958,1,0.0321,0.121,113.95
01iNOMVE89uKaurFTDZX2Y,141762,3,0.0872,0.747,0.441,0.0,0.167,-6.946,0,0.105,0.714,121.925
00h9iBIZPHjHAVoNzKHIOz,238000,11,0.094,0.721,0.594,9.14e-06,0.107,-8.612,0,0.0601,0.207,137.954
2ONW0ksoUixoxT7gfI9hWX,222000,9,0.14,0.377,0.716,0.00195,0.182,-5.278,1,0.0357,0.336,179.632
7b89Ffklm3xh4GI37vlZDZ,222298,4,0.21,0.624,0.769,0.000147,0.106,-6.277,1,0.0498,0.466,105.099
3PgjBOoA5OytNGkglObpOd,288189,2,0.432,0.311,0.342,1.93e-06,0.114,-8.889,1,0.032,0.274,177.158
0Qra8Ps4tJAZPqRXyehCjc,241147,4,0.269,0.582,0.506,6.4e-05,0.0994,-8.443,1,0.0274,0.464,93.34
7CyPwkp0oE8Ro9Dd5CUDjW,244685,8,0.0545,0.522,0.641,0.0,0.162,-6.287,1,0.0318,0.202,87.51
5mi8Oe95frx6LhvFioXE7t,265678,2,0.0131,0.615,0.693,3.92e-06,0.0852,-9.661,1,0.0303,0.85,118.006
3AJwUDP919kvQ9QcozQPxg,266773,11,0.00239,0.429,0.661,0.000121,0.234,-7.227,1,0.0281,0.285,173.372
67DEADzgSxkFWI3jVlQUL3,237486,0,0.0705,0.58,0.475,0.0,0.0885,-11.806,1,0.0262,0.43,102.023
0szRYVD2MwFzQMs58PT1Ec,194476,7,0.289,0.808,0.398,0.000257,0.142,-9.746,0,0.0492,0.939,116.985
6KDLUcxVRvXIXMexgf9x9b,256000,7,0.5,0.872,0.184,0.0371,0.0551,-16.546,1,0.151,0.288,120.031
2ESL2ZcFU32llFIyXLFy5P,197933,1,0.0123,0.702,0.583,0.0,0.181,-4.589,1,0.0362,0.546,139.917
5v5dlsJYrw9xiB36GELIUV,197009,8,0.911,0.454,0.38,9.39e-06,0.108,-7.071,1,0.059,0.214,137.585
4iZ4pt7kvcaH6Yo8UoZ4s2,201800,5,0.141,0.559,0.551,0.0,0.11,-7.231,1,0.132,0.392,143.008
3kdDccXEVz0snh6mcL4eFj,170263,6,0.224,0.717,0.353,0.0,0.0721,-7.872,1,0.0349,0.538,118.005
2BLdelIp46CHvKkyWeqZHL,284812,7,0.526,0.48,0.571,0.000213,0.232,-7.818,1,0.042,0.257,146.051
0pZ1RKuQnKK3TetoSHyx7i,186812,10,0.0219,0.713,0.778,0.0,0.132,-4.02,0,0.0826,0.514,92.401
4XSIv5hJzP6kEQqsLli1eE,212608,0,0.954,0.578,0.305,0.0578,0.23,-9.798,0,0.0258,0.197,99.914
3oSu6uIHuwZOTyHdAZGojm,198888,2,0.501,0.686,0.52,0.0,0.224,-11.427,1,0.069,0.1,109.927
3gRhGExNITCqVo0mCyqp3m,179116,1,0.0269,0.857,0.421,6.34e-06,0.327,-8.178,1,0.0679,0.0775,120.014
0nJW01T7XtvILxQgC5J7Wh,213827,0,0.932,0.612,0.28,0.0,0.088,-8.648,1,0.0434,0.387,72.795
2K0CH6BtfBtY7wMnsKIuzo,246346,8,0.596,0.48,0.538,0.000229,0.206,-8.297,1,0.0398,0.392,207.924
47Slg6LuqLaX0VodpSCvPt,220734,5,0.0134,0.635,0.841,0.0,0.0622,-5.379,1,0.0422,0.424,109.021
14YZcGhRR05BTYajt8f9u9,170078,4,0.236,0.767,0.66,0.0,0.457,-7.272,1,0.0869,0.796,127.064
0mtkRIAOueeXqHpyahIbtJ,291070,8,0.544,0.715,0.699,3.74e-05,0.0795,-6.815,0,0.0501,0.612,114.994
1dGr1c8CrMLDpV6mPbImSI,221307,7,0.492,0.359,0.543,1.58e-05,0.118,-7.582,1,0.0919,0.453,68.534
1kuGVB7EU95pJObxwvfwKS,219724,5,0.177,0.511,0.532,0.0,0.291,-5.745,1,0.0578,0.35,138.005
3rUGC1vUpkDG9CZFHMur1t,131872,6,0.256,0.75,0.733,0.0,0.114,-3.18,0,0.0319,0.844,111.018
1t2gvCG4jH1kYE9sX2PrRs,227263,4,0.837,0.612,0.389,0.00461,0.306,-12.725,0,0.0578,0.348,125.091
6Rv8Ltr2MuAIM3LHF4L8qs,219470,10,0.109,0.709,0.867,0.000611,0.153,-5.122,0,0.0424,0.3,151.966
4AULw1VRyJP17zMvwgTIUs,335625,9,0.295,0.627,0.433,0.393,0.332,-9.868,1,0.0232,0.353,96.016
61DuXKQqvXkxcrAIiNLIgR,206500,4,0.186,0.596,0.785,0.0,0.165,-4.282,0,0.0363,0.695,120.022
0HAG6nIiEKd75yGpovuSJQ,269256,6,0.783,0.429,0.464,0.0,0.0846,-8.445,0,0.0719,0.375,121.17
0uemlnPoeZOYIDaMFZ7lvi,260000,10,0.038,0.608,0.695,0.0,0.0939,-5.307,0,0.0333,0.203,83.965
0x7PmByJWVXdeipevd6KZS,303933,10,0.843,0.599,0.42,0.000262,0.103,-11.637,1,0.0645,0.506,93.981
2HRgqmZQC0MC7GeNuDIXHN,183551,11,0.312,0.79,0.831,0.0,0.0797,-4.185,1,0.044,0.872,124.987
2nqlM3gNBMi5Zf9MDzp2Xi,201951,7,0.75,0.637,0.455,0.0,0.13,-7.404,1,0.0385,0.608,82.094
4mc3rUoMwwiNTHA4al9nNd,201807,6,0.221,0.652,0.76,9.09e-05,0.147,-4.098,0,0.0406,0.615,98.079
5aIVCx5tnk0ntmdiinnYvw,200256,3,0.0856,0.673,0.722,0.0,0.137,-3.495,0,0.0755,0.519,117.187
0kdqcbwei4MDWFEX5f33yG,168136,6,0.0841,0.853,0.822,0.00985,0.166,-6.836,0,0.246,0.746,157.013
2cxcqKwQtfKq7giphxjzOu,215853,8,0.433,0.649,0.641,0.0,0.11,-4.665,1,0.0251,0.63,102.983
1hAloWiinXLPQUJxrJReb1,211733,10,0.105,0.457,0.941,1.38e-06,0.437,-2.692,0,0.0917,0.876,165.783
7sditHCsoFw3nHnjFv1BHV,262984,8,0.0896,0.479,0.641,0.0,0.0666,-5.31,1,0.0415,0.275,146.354
7o0TPSw494RG2Q4iWmd1v6,189773,10,0.172,0.616,0.975,1.62e-06,0.143,-0.425,0,0.208,0.742,132.054
0teqQ0PYqVDyyXJuPOyMhu,272227,6,0.0306,0.756,0.578,0.0,0.0534,-4.575,0,0.0327,0.677,115.004
6nIoYpfSvie3Ln46dyi8FC,256787,3,0.0407,0.47,0.768,0.0,0.352,-4.039,1,0.0403,0.522,152.105
0GWNtMohuYUEHVZ40tcnHF,238987,6,0.0663,0.566,0.85,0.0,0.319,-4.431,0,0.0599,0.722,117.048
170XOP1T4MvY9TLTgPw07D,263107,7,0.0604,0.671,0.758,0.0,0.332,-3.793,1,0.0474,0.537,117.51
5LkmpgQYtwHtuvASgnLBe1,203150,7,0.0209,0.736,0.695,0.0,0.0517,-3.87,1,0.0468,0.784,109.976
2HRgqmZQC0MC7GeNuDIXHN,183551,11,0.312,0.79,0.831,0.0,0.0797,-4.185,1,0.044,0.872,124.987
3YML5IHoqWbw9c9vJJvrvM,343253,5,0.0693,0.48,0.669,0.0,0.149,-5.168,1,0.0431,0.378,155.89
1pCcNaCodPssCc8Aq68gPS,224805,2,0.00334,0.335,0.943,0.0,0.324,-3.176,1,0.067,0.64,75.093
