playlist_name,music_name,music_id,music_explicit,music_popularity,album_name,album_id,album_image,album_release_date,artist_name,artist_id
Top 50 - United Kingdom,"Baddadan (feat. IRAH, Flowdan, Trigga & Takura)",2ZWmmrWUgDBcPSLihBMvhg,False,82,"Baddadan (feat. IRAH, Flowdan, Trigga & Takura)",2xV74PLdZg5gwA65xGF8cF,https://i.scdn.co/image/ab67616d0000b273adfadf345224340773549507,2023-07-27,Chase & Status,3jNkaOXasoc7RsxdchvEVq
Top 50 - United Kingdom,Anti-Hero,0V3wPSX9ygBnCm8psDIegu,False,92,Midnights,151w1FgRZfnKZA9FEcg9Z3,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5,2022-10-21,Taylor Swift,06HL4z0CvFAxyc27GXpf02
Top 50 - United Kingdom,Fast Car,2M9ro2krNb7nr7HSprkEgo,False,85,Tracy Chapman,6hmmX5UP4rIvOpGSaPerV8,https://i.scdn.co/image/ab67616d0000b27390b8a540137ee2a718a369f9,1988-04-05,Tracy Chapman,7oPgCQqMMXEXrNau5vxYZP
Top 50 - United Kingdom,Someone You Loved,7qEHsqek33rTcFNT9PFqLf,False,92,Divinely Uninspired To A Hellish Extent,5658aM19fA3JVwTK6eQX70,https://i.scdn.co/image/ab67616d0000b273fc2101e6889d6ce9025f85f2,2019-05-17,Lewis Capaldi,4GNC7GD6oZMSxPGyXy4MNB
Top 50 - United Kingdom,Pink + White,3xKsf9qdS1CyvXSMEid6g8,False,92,Blonde,3mH6qwIy9crq0I9YQbOuDf,https://i.scdn.co/image/ab67616d0000b273c5649add07ed3720be9d5526,2016-08-20,Frank Ocean,2h93pZq0e7k5yf4dywlkpM
Top 50 - United Kingdom,Home,6dpLxbF7lfCAnC9QRTjNLK,False,67,Home,50ca61DooG00KrVCwMLVRl,https://i.scdn.co/image/ab67616d0000b27343a1532b43f112f4b1e639c3,2024-01-17,Good Neighbours,52N3KGrTWDRhdQJrgBTofE
Top 50 - United Kingdom,DNA (Loving You) [feat. Hannah Boleyn],6ibDVMcMUNqZ5eXT9sD4Vy,False,81,DNA (Loving You) [feat. Hannah Boleyn],6chhPL4qq4x8IEkvEDTL3R,https://i.scdn.co/image/ab67616d0000b27360c614f7030dd6078ee0d3f0,2023-07-28,Billy Gillies,0kmovylAP20DMJhS3BE2CO
Top 50 - United Kingdom,Is It Over Now? (Taylor's Version) (From The Vault),1Iq8oo9XkmmvCQiGOfORiz,False,92,1989 (Taylor's Version),64LU4c1nfjz1t4VnGhagcg,https://i.scdn.co/image/ab67616d0000b273904445d70d04eb24d6bb79ac,2023-10-26,Taylor Swift,06HL4z0CvFAxyc27GXpf02
Top 50 - United Kingdom,Daylight,1odExI7RdWc4BT515LTAwj,False,94,Daylight,6NcI39WPu4kY6Tul11nhSv,https://i.scdn.co/image/ab67616d0000b27395ca6a9b4083a86c149934ae,2023-04-14,David Kushner,33NVpKoXjItPwUJTMZIOiY
Top 50 - United Kingdom,One Dance,1zi7xx7UVEFkmKfv06H8x0,False,91,Views,40GMAhriYJRO1rsY4YdrZb,https://i.scdn.co/image/ab67616d0000b2739416ed64daf84936d89e671c,2016-05-06,Drake,3TVXtAsR1Inumwj472S9r4
Top 50 - Germany,Nie mehr Fastelovend,7AAcQMV6Uw3YXt9TTx4b6r,False,68,Fettes Q,4JNEX0FgXfXzYHdwcAPBH8,https://i.scdn.co/image/ab67616d0000b273c34c343201a46100b146fcc2,2016-10-14,Querbeat,3bUA5ltyxKcuYe5G2U0GA4
Top 50 - Germany,Unwritten,3U5JVgI2x4rDyHGObzJfNf,False,92,Unwritten,3PEzTAuPW5IjLJ58FzwQeL,https://i.scdn.co/image/ab67616d0000b273b337e1ca6629a53c66a3b0d4,2004-08-30,Natasha Bedingfield,7o95ZoZt5ZYn31e9z1Hc0a
Top 50 - Germany,Beautiful Things,6tNQ70jh4OwmPGpYy6R2o9,False,95,Beautiful Things,29aSKB1qPEbN0Qf9OPSQpw,https://i.scdn.co/image/ab67616d0000b273f2a919d3fa0f2b2593c92d19,2024-01-18,Benson Boone,22wbnEMDvgVIAGdFeek6ET
Top 50 - Germany,Vois sur ton chemin - Techno Mix,31nfdEooLEq7dn3UMcIeB5,False,90,Vois sur ton chemin (Techno Mix),79Cyc8GRWnLyjdJSMyJ0dB,https://i.scdn.co/image/ab67616d0000b2731b96e645016c4d431842aa93,2023-08-04,BENNETT,1r43wW70tnGUauQYvY5w48
Top 50 - Germany,Et jitt kei Wood,7mJMGgkyR0XSyd44svaD4P,False,39,Viva Express 5.0,22XeMrOFGzeCmL28kQrVkM,https://i.scdn.co/image/ab67616d0000b2739e74071d42068ffa12c017df,2014-12-12,Cat Ballou,6d5CGj93XLaqmyt10XgL8O
Top 50 - Germany,LET'S GET FKD UP,0iB5f04XdJ2tcfhoVkeLV8,True,85,LET'S GET FKD UP (feat. Tribbs),1zz2cxnkEpgyLdSmoPBEjK,https://i.scdn.co/image/ab67616d0000b273c382591cc811c82caf497f13,2023-11-17,Alok,0NGAZxHanS9e0iNHpR8f2W
Top 50 - Germany,greedy,3rUGC1vUpkDG9CZFHMur1t,True,100,greedy,3UOV8XvCwMKaATRNXrYCjN,https://i.scdn.co/image/ab67616d0000b27322fd802bc61db666c7c81aa8,2023-09-15,Tate McRae,45dkTj5sMRSjrmBSBeiHym
Top 50 - Germany,Lovin On Me,4xhsWYTOGcal8zt0J161CU,True,99,Lovin On Me,6VCO0fDBGbRW8mCEvV95af,https://i.scdn.co/image/ab67616d0000b273fcf4adae77baba5d0169e8e8,2023-11-10,Jack Harlow,2LIk90788K0zvyj2JJVwkJ
Top 50 - Germany,Pirate,4rZCs12mDDseNSfpOIu5rc,False,40,Viva Express 5.0,22XeMrOFGzeCmL28kQrVkM,https://i.scdn.co/image/ab67616d0000b2739e74071d42068ffa12c017df,2014-12-12,Kasalla,0fN3Kd9aGNr9lTzRFqih4S
Top 50 - Germany,sonnenbank.mp3,30vg2QguPyaa7PcAJTn9YE,True,81,sonnenbank.mp3,5a5HgRDL50TK3pa2jv4Bnb,https://i.scdn.co/image/ab67616d0000b273316b74cb67aa730988ad5cab,2023-11-24,YAKARY,6cpOyiEibAAlRlUF4Kk3vI
Top 50 - Germany,Prada,59NraMJsLaMCVtwXTSia8i,True,94,Prada,5MU0RmBSpoSxOPYBfcobDc,https://i.scdn.co/image/ab67616d0000b273e4b7dccdfd54375ded9ccc5c,2023-08-11,cassö,5wCmhq5J2hPwL2r0eKurxn
Top 50 - Germany,Für immer Frühling,3pn5z4CvMz95uEysWBUYCc,False,71,Für immer Frühling,5CiWnH7Pwp3re6czR6FLCN,https://i.scdn.co/image/ab67616d0000b273f1c76cdbc06cc04ae4d86e3f,2024-02-02,soffie,4zdZ6gGi9gBJZmCNun0Jhj
Top 50 - Germany,Guten Morgen Barbarossaplatz,385lgFqvuFryjdlYzTF4fP,False,21,Stimmungsmacher,1nX6bKbe4khw0QFg5xsDNu,https://i.scdn.co/image/ab67616d0000b2736ac223c80e51bd7210b3999d,2021-11-05,Querbeat,3bUA5ltyxKcuYe5G2U0GA4
Top 50 - Germany,Stadt met K,48dosoGX5Bey5mk6BhCgKM,False,63,Us der Stadt met K,4qgSvmgxUTvB5vws7OaC1c,https://i.scdn.co/image/ab67616d0000b27321e4aec3a8be67f645a293c6,2015-02-06,Kasalla,0fN3Kd9aGNr9lTzRFqih4S
Top 50 - Germany,Kölsche Jung - Party Edit,5WsBHZRPeXLmZTaIOZbB1e,False,27,Karneval 2023 – Kölsche Party Hits,1O6Cz1yb2WfT56I6sNivYU,https://i.scdn.co/image/ab67616d0000b2733227030cf72597767ef06839,2023-01-06,Brings,5uRfU4LuGDkxzZ86uCXQY8
Top 50 - Germany,Leev Marie,6te4u5fA8mtW1DYoB9YV4t,False,62,Leev Marie,0GKP1k0w7mYKlhAfEiqc9D,https://i.scdn.co/image/ab67616d0000b27330c84284027d122a3b62c2b3,2016-11-25,Paveier,0F3lC4Bfyf7mKrkCiXPAaO
Top 50 - Germany,Thank You (Not So Bad),09CnYHiZ5jGT1wr1TXJ9Zt,False,87,Thank You (Not So Bad),1J7XItLnNLegigdh4AjGKN,https://i.scdn.co/image/ab67616d0000b2730aa08f8923434aab06e43b37,2023-12-01,Dimitri Vegas & Like Mike,73jBynjsVtofjRpdpRAJGk
Top 50 - Germany,Overdrive (feat. Norma Jean Martine),3bK1zVFBKIzYjmptmI4NsJ,False,88,Overdrive (feat. Norma Jean Martine),2axYqSKAhWaN60ijTZ0XXg,https://i.scdn.co/image/ab67616d0000b273249f764814d57dc5dfc462c7,2023-10-06,Ofenbach,4AKwRarlmsUlLjIwt38NLw
Top 50 - Germany,Prinzessin,0Q1PL9xAcw9clycu7f8YGw,False,63,Prinzessin,3pNfKNPABB9UMd305QW224,https://i.scdn.co/image/ab67616d0000b27329d1f1eca02ae3b5868cd422,2022-08-05,Höhner,6A9b0JlSJF0KxCddzOTGiA
Top 50 - Germany,Strangers,5mjYQaktjmjcMKcUIcqz4s,False,96,Strangers,18ogtNq9F7DmMkNYO6Xb4k,https://i.scdn.co/image/ab67616d0000b2734756c2e9ae436437cd75e9f3,2023-09-01,Kenya Grace,7uMDnSZyUYNBPLhPMNuaM2
Top 50 - Germany,Keine Homies,1ct7Hx3FQMfym8cHIk4hrd,False,76,Keine Homies,0zrF3gikDWhyetVFGqL8Du,https://i.scdn.co/image/ab67616d0000b2732d0e91110d9abf07042758f9,2024-01-19,CIVO,3pOnFT5MHIqIe9kcFCznZ8
Top 50 - Germany,Lose Control,17phhZDn6oGtzMe56NuWvj,False,93,I've Tried Everything But Therapy (Part 1),7nacKlk586eLRBSIsrk9DB,https://i.scdn.co/image/ab67616d0000b2731a0323cc23419360a34a3ace,2023-09-15,Teddy Swims,33qOK5uJ8AR2xuQQAhHump
Top 50 - Germany,Mädchen auf dem Pferd,7AOJcugo17Kr1WUheSI6Oq,False,78,Mädchen auf dem Pferd,1nqgi8V3Ii96w1iofIcfcz,https://i.scdn.co/image/ab67616d0000b27346718115b2b40fc67115657f,2023-05-12,Luca-Dante Spadafora,6k9e4mFFVtEAAhGdvJBtqB
Top 50 - Germany,Alle Jläser huh,6YqYOnjh0vkMp5cfzKHmbM,False,62,Us der Stadt met K,4qgSvmgxUTvB5vws7OaC1c,https://i.scdn.co/image/ab67616d0000b27321e4aec3a8be67f645a293c6,2015-02-06,Kasalla,0fN3Kd9aGNr9lTzRFqih4S
Top 50 - Germany,WONDERFUL LIFE,5Tpojb1ynbO0MgfAwgDza5,True,80,WONDERFUL LIFE,3dAGTCVoLXIZrBvgY2tsEB,https://i.scdn.co/image/ab67616d0000b2735b626279fb024dd6bbffb590,2023-12-29,Luciano,3CJKkU0XuElRT1z8rEtIYg
Top 50 - Germany,"Polka, Polka, Polka - Single Version",6O0OwJjXAnmrevV7Sadhvx,False,60,14,599NuaobEKybC8byZnDgTt,https://i.scdn.co/image/ab67616d0000b27310718df1b2c23c38a4f397ad,2014-12-05,Brings,5uRfU4LuGDkxzZ86uCXQY8
Top 50 - Germany,LiEBE AUF DER RÜCKBANK,2FiJGvN3fiXMwms9IftNV0,False,77,DORFDiSKO ZWEi,2Ca43km7ALoz3Qk6Gbj4JQ,https://i.scdn.co/image/ab67616d0000b273ad126ef757ecc0241d610fd2,2023-06-01,FiNCH,1ZyqnbV7Brg5LgyS4EZCUD
Top 50 - Germany,BUSINESS STRAIGHT,5Cb7uEN2BM9t0Y5FjEq9ga,True,77,BUSINESS STRAIGHT,6zOaTkMG61UOgHnmbDat53,https://i.scdn.co/image/ab67616d0000b2730f9d477db2ea750cad49b4ce,2024-01-19,BILLA JOE,72y6W9pGy97xTM44dwy3F6
Top 50 - Germany,Tschingderassabum,5qEyqquRgKxpv0VKvcNXbC,False,61,Fettes Q,4JNEX0FgXfXzYHdwcAPBH8,https://i.scdn.co/image/ab67616d0000b273c34c343201a46100b146fcc2,2016-10-14,Querbeat,3bUA5ltyxKcuYe5G2U0GA4
Top 50 - Germany,Murder On The Dancefloor,4tKGFmENO69tZR9ahgZu48,False,94,Read My Lips,68ishLKwqH5oH79kUteEHG,https://i.scdn.co/image/ab67616d0000b273b736151ed1c04f2d41d5f69e,2002-06-06,Sophie Ellis-Bextor,2cBh5lVMg222FFuRU7EfDE
Top 50 - Germany,Dä Plan,3Wj44AtK8gStaPWY1qJb0A,False,61,Fettes Q,4JNEX0FgXfXzYHdwcAPBH8,https://i.scdn.co/image/ab67616d0000b273c34c343201a46100b146fcc2,2016-10-14,Querbeat,3bUA5ltyxKcuYe5G2U0GA4
Top 50 - Germany,Stumblin' In,0h3Xy4V4apMraB5NuM8U7Z,False,81,Stumblin' In,2HxzXLKO0AvkScWYHSspQc,https://i.scdn.co/image/ab67616d0000b27357732f3a97f6d356b547cf1e,2023-11-10,CYRIL,11kt6ggsdxvI8MhyeSMKom
Top 50 - Germany,MONTENEGRO (feat. RAF Camora),0xuaMTaQFsfaLPuMoYUQoP,True,69,AKELA,2J4MQ5VDmWZ1P5ZPtfp3OI,https://i.scdn.co/image/ab67616d0000b273c791b85d77d67b3dcb9adf93,2024-02-02,Safraoui,1xlPEhjbFqhrDjaAvyvueX
Top 50 - Germany,Wolkeplatz,2kY8nciDE4zEn6y2BCd7Fk,False,56,Wolkestadt,15bMuZFcrJqzQEGOmWrPgK,https://i.scdn.co/image/ab67616d0000b273670975156b752ebd9b62ca05,2017-12-08,Miljö,4bDno7pSNcjfHcKU9NFCK9
Top 50 - Germany,Hässlich,3an1JVi8OsE0aG6dMS4Pes,False,78,Schwarzes Herz,0Xsdw4O63MRbnZn81z7Uws,https://i.scdn.co/image/ab67616d0000b2736305e51741ae5f4acda89fe2,2023-08-25,AYLIVA,2rEVnwCPBeGkWMv425KoG1
Top 50 - Germany,MONEY ON THE DASH - SPED UP,086THPnabbu1zfDjRsxpoN,False,85,MONEY ON THE DASH,1nlaLDMPSzXL8G5LPBDhwd,https://i.scdn.co/image/ab67616d0000b273a33af2e78a60e270aa668f43,2023-01-20,Elley Duhé,67MNhiAICFY6Pwc2YxCO0K
Top 50 - Germany,Popular (with Playboi Carti & Madonna) - From The Idol Vol. 1 (Music from the HBO Original Series),6WzRpISELf3YglGAh7TXcG,True,96,Popular (Music from the HBO Original Series),5O0zUvdnJr0RbWzLFneN2i,https://i.scdn.co/image/ab67616d0000b2734c8f092adc59b4bf4212389d,2023-06-02,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ
Top 50 - Germany,Ms. Jackson,3ilgxZl5g7MOQCUiky3VOG,False,78,Ms. Jackson,54ehmIjPv8SskzrJrNBGln,https://i.scdn.co/image/ab67616d0000b273fe4ea17c9ea3215eaf017d49,2023-08-24,Pashanim,34LetYSjEuG2fBb4Z8PwPg
Top 50 - Germany,À la Carte,4RzIPi5kcw5gYAd07I8NDz,False,77,À la Carte,3YMJFnqN6SU0F6fWNPhFvY,https://i.scdn.co/image/ab67616d0000b273ffcb8881005fd5386e3a0f03,2023-12-22,MADE,2EahEAOUPPXAcncTr8laCj
Top 50 - Germany,What Happened,1KdLOxVGvRI5hChujmt1qr,False,73,What Happened,1WeXlr3ylgNYNGcgQWw2i6,https://i.scdn.co/image/ab67616d0000b273b2a22b360dce18d5e32653bd,2024-01-30,Luciano,3CJKkU0XuElRT1z8rEtIYg
Top 50 - Germany,Komet,7oQepKHmXDaPC3rgeLRvQu,False,78,Komet,2XWoQ5VUcmGYL1025mZ5dO,https://i.scdn.co/image/ab67616d0000b2738945d66b89a2fefd8e6b2181,2023-01-19,Udo Lindenberg,7iWcRnQMinCoV2u5ICgsW0
Top 50 - Germany,redrum,52eIcoLUM25zbQupAZYoFh,True,96,american dream,2RRYaYHY7fIIdvFlvgb5vq,https://i.scdn.co/image/ab67616d0000b273bbdceba2bf1867d4966d0347,2024-01-12,21 Savage,1URnnhqYAYcrqrcwql10ft
Top 50 - Germany,Liebe Grüsse,4mVnqNiw2Kf5AHj9j0KD6u,True,71,XV RR Edition,0Nopg4zcWmvHXHLHMosDSp,https://i.scdn.co/image/ab67616d0000b273485bb64f025af56e37618141,2023-09-08,RAF Camora,0Dvx6p8JDyzeOPGmaCIH1L
Top 50 - Germany,IN & OUT,1VgoFzUT9iofLfn3rHOI3z,True,77,IN & OUT,2IcOiv7iBqo6P5nL8qtLHu,https://i.scdn.co/image/ab67616d0000b273606bca62d8dfa3017d3b251d,2024-01-12,reezy,1ul8iLt2WnFe2UIyovjg7q
Top 50 - Germany,9 bis 9,5YWu6dt50Nieq8qi572RF8,False,78,9 bis 9,00MoqsGjkjG0PS4GtYkSdb,https://i.scdn.co/image/ab67616d0000b273775cf9ec148ca7b7be5968aa,2023-05-05,SIRA,2HIP5sNZWkrPgSBWRk8XpA
Top 50 - Germany,"Viva Colonia (Da simmer dabei, dat is prima!)",4tNwc7jQ5eqWFGDlX8YBtT,False,62,"Viva Colonia (Da Simmer Dabei, Dat Is Prima)",4MiG07HNeyUkrCmScF1DrE,https://i.scdn.co/image/ab67616d0000b273f7b56117c9d7ac7511a53a37,2004-01-01,Höhner,6A9b0JlSJF0KxCddzOTGiA
Top 50 - Germany,"One Of The Girls (with JENNIE, Lily Rose Depp)",7CyPwkp0oE8Ro9Dd5CUDjW,False,98,The Idol Episode 4 (Music from the HBO Original Series),7tzVd1fwkxsorytCBjEJkU,https://i.scdn.co/image/ab67616d0000b273b0dd6a5cd1dec96c4119c262,2023-06-23,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ
Top 50 - Germany,Blonde Chaya - Sped Up,4Dm2RKlcMNuX4mCpW9qC5F,False,43,Silvester Techno,1xsyDjj8cm0JuDIi7r3yi6,https://i.scdn.co/image/ab67616d0000b2736ded0d5822b0a3af845fbc9d,2023-12-16,Amaru,6NO12PstTjSbyBgbn2GSKz
Top 50 - Germany,Angel Numbers / Ten Toes,3XqM8hLCEYlbnFjoWwqtFv,True,88,11:11,0tL8CzbfmF5poGm9puqALR,https://i.scdn.co/image/ab67616d0000b273649d02a68c64fd203c183e54,2023-11-10,Chris Brown,7bXgB6jMjp9ATFy66eO08Z
Top 50 - Germany,"yes, and?",7gaA3wERFkFkgivjwbSvkG,True,97,"yes, and?",2B9amdrHDIKOoEiPUfZGtb,https://i.scdn.co/image/ab67616d0000b2736b0b6e20fdb1ee07de7e92d6,2024-01-12,Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR
Top 50 - South Africa,"Imithandazo (feat. Young Stunna, DJ Maphorisa, Sizwe Alakine & Umthakathi Kush)",6Kijtp0DB6VwcoJIw7PJ9W,False,73,Isimo,4fHsKSIC0nL0cJimyaDT21,https://i.scdn.co/image/ab67616d0000b2734ddaf6f637212db3d7ceafac,2023-10-27,Kabza De Small,1bNjWBFWsAAzZSR59lRdpR
Top 50 - South Africa,Funk 55,5CD3ImPPdCW8QFQkjo5TXt,False,69,Funk 55,76EZEYn9nhqGh4mkc14KQb,https://i.scdn.co/image/ab67616d0000b273ac02b6ac8defc45ca5db585a,2023-12-01,Shakes & Les,4bslbAAfObKnJI0G6FNcTp
Top 50 - South Africa,Masithokoze,4tsVMjM60RNTe9EV5oQ4sQ,False,69,Masithokoze,3wdbuCXkU5r760vj9gSO2c,https://i.scdn.co/image/ab67616d0000b273116c0d2344e7ec3c9e89e51d,2023-10-20,DJ Stokie,1lDWyPzSZOqP5jfZNm5lLI
Top 50 - South Africa,Izenzo,3pImmSzeKex5ffzsDoaL3z,False,67,Izenzo,2gXRXY2SW75aDTSjsui57w,https://i.scdn.co/image/ab67616d0000b2730e8fd00044ce2fe7306ab0a6,2023-08-25,Bassie,1ELUrmWBlXkqVabjVincQ6
Top 50 - South Africa,Keneilwe (feat. Dalom Kids),0UBK6HcgmmWUQzFQTncmDz,False,69,Makhelwane,28kb1LVlnyB0BkollLoCi1,https://i.scdn.co/image/ab67616d0000b2736c7a60c06fff1322898f9d0c,2023-11-17,Wanitwa Mos,2iN5MhOgkenO5FtkPtEVAF
Top 50 - South Africa,Beautiful Things,6tNQ70jh4OwmPGpYy6R2o9,False,95,Beautiful Things,29aSKB1qPEbN0Qf9OPSQpw,https://i.scdn.co/image/ab67616d0000b273f2a919d3fa0f2b2593c92d19,2024-01-18,Benson Boone,22wbnEMDvgVIAGdFeek6ET
Top 50 - South Africa,"Amalobolo (feat. Stixx, Nia Pearl)",2pqIaYg12ziqIpVtdVESGt,False,47,Kurhula,552Kxk9MJl4M0WNvst18xH,https://i.scdn.co/image/ab67616d0000b2735620574cff57256f6d6abed2,2023-12-08,Kelvin Momo,4VlxI0WKDh7HFgHjXcfj6v
Top 50 - South Africa,Made For Me,0WIv5qV41y6YjjB9V1biuC,False,80,Made For Me,2VIJu8iWncUpGcv64UOxnv,https://i.scdn.co/image/ab67616d0000b2730969013bba974a554fdf09e3,2023-09-15,Muni Long,7tjVFCxJdwT4NdrTmjyjQ6
Top 50 - South Africa,Paris,7JbLSEDlRdoJaXk5ddZae2,False,65,Paris,7g3LFWfWuAdhaDt49N0cuM,https://i.scdn.co/image/ab67616d0000b2731684823b246aa3539abf9f3a,2023-08-09,Mthandeni SK,2tqMDvoyXVbN7uF4ObOeJX
Top 50 - South Africa,iPlan,5yyYL1FpimADTIftYQU0cg,False,69,Permanent Music 3,6qXlSLu7mrUz8XIyJaBlow,https://i.scdn.co/image/ab67616d0000b27390c1d9fe38737e9cc1e2f245,2023-09-15,Dlala Thukzin,5kmceQl1Y7lveTVbcy5ycD
Top 50 - South Africa,Water,5aIVCx5tnk0ntmdiinnYvw,False,95,Water,22sXXkKgjEuawIFL1e1tRw,https://i.scdn.co/image/ab67616d0000b273d20231861e86a6f74ef2393e,2023-07-28,Tyla,3SozjO3Lat463tQICI9LcE
Top 50 - South Africa,Hit after Hit,5TY9ovYtBeJTY9s7K3ijEd,False,59,Uyihlo nonyoko,7aNmPlwAQeVPY8P7qjuGhs,https://i.scdn.co/image/ab67616d0000b273d010abd91a501a8b0f7b56e4,2023-12-08,Ugatsheni,2kUReuoaNS6Thgl4zFQA60
Top 50 - South Africa,Lovin On Me,4xhsWYTOGcal8zt0J161CU,True,99,Lovin On Me,6VCO0fDBGbRW8mCEvV95af,https://i.scdn.co/image/ab67616d0000b273fcf4adae77baba5d0169e8e8,2023-11-10,Jack Harlow,2LIk90788K0zvyj2JJVwkJ
Top 50 - South Africa,Dubula (feat. DJ Latimmy) - Remake,1eOOCRtXcPwK8qG8VjtczJ,False,65,Dubula (feat. DJ Latimmy) [Remake],2GCwUfk68pqbIHFnft452T,https://i.scdn.co/image/ab67616d0000b273b405ef51bfa39a7589da11ab,2023-11-03,Harrycane,6umjXXP7Q8i4he6WALLuOf
Top 50 - South Africa,redrum,52eIcoLUM25zbQupAZYoFh,True,96,american dream,2RRYaYHY7fIIdvFlvgb5vq,https://i.scdn.co/image/ab67616d0000b273bbdceba2bf1867d4966d0347,2024-01-12,21 Savage,1URnnhqYAYcrqrcwql10ft
Top 50 - South Africa,Snooze,4iZ4pt7kvcaH6Yo8UoZ4s2,True,93,SOS,07w0rG5TETcyihsEIZR3qG,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,2022-12-09,SZA,7tYKF4w9nC0nq9CsPZTHyP
Top 50 - South Africa,Isgubhu,1ng4byy7mejezJ08hs4P7R,False,56,iMALI YE NTWANA,1YZIU86GRlTUYwnnBTV3Iz,https://i.scdn.co/image/ab67616d0000b273a82fecf77a9a8b1c729b084f,2023-10-13,Sam Deep,46R9PUVbIOMjSUtMsQZbQq
Top 50 - South Africa,Truth or Dare,1whAXVGN8AdfrnoXNIXfJf,False,80,TYLA,6cWVXZCgpDJhvFOqB6o0DP,https://i.scdn.co/image/ab67616d0000b273c2b58cbf34b74bc4e8a3314c,2023-12-01,Tyla,3SozjO3Lat463tQICI9LcE
Top 50 - South Africa,Angel Numbers / Ten Toes,3XqM8hLCEYlbnFjoWwqtFv,True,88,11:11,0tL8CzbfmF5poGm9puqALR,https://i.scdn.co/image/ab67616d0000b273649d02a68c64fd203c183e54,2023-11-10,Chris Brown,7bXgB6jMjp9ATFy66eO08Z
Top 50 - South Africa,Seduce Me (feat. Nkosazana Daughter & Happy JazzMan),38yfPQYoGWFJtn3NLBqTB0,False,52,DALI DALI,7nXYx6bxFcyqnJENfgdEkc,https://i.scdn.co/image/ab67616d0000b27352873e984365f747df5d3cd9,2023-10-06,Daliwonga,0oW137oXCLwA5b4uYRxvIn
Top 50 - South Africa,Imnandi lento (feat. Tman Xpress),3oPYVnm0LsmAQ4RobrRS29,False,50,Boroko Keng,6TBUy4v1qMRJINvnm8okUa,https://i.scdn.co/image/ab67616d0000b2735f36d8fb58dd16ca8b2961cb,2023-12-15,Mellow & Sleazy,5MJ5f1XKD9yu7aWfG8OGjz
Top 50 - South Africa,Dalie (feat. Baby S.O.N),4URabg9AGHasjFEVdTbWcC,False,72,Dalie (feat. Baby S.O.N),0J4K8H2exzOLpz1RcfZbID,https://i.scdn.co/image/ab67616d0000b273c6ef6aee420faefea5ff138f,2023-10-11,Kamo Mphela,788jOE9HMUy9heDK8EIkon
Top 50 - South Africa,Awukhuzeki,4J1H4EuucGhhYfcPpYCBRr,False,65,My Journey Continues,6w8xkQa7VVqWynKA1jfpVI,https://i.scdn.co/image/ab67616d0000b273e1c0e1ff850785f1fab233fc,2023-04-07,DJ Stokie,1lDWyPzSZOqP5jfZNm5lLI
Top 50 - South Africa,Never Lose Me,6uTPdRrEDeH8Fyg5L5qmeU,True,92,Never Lose Me,4K5YnziH8o3NoEsxv8zviL,https://i.scdn.co/image/ab67616d0000b2736a17369515a43d96fb18d193,2023-11-30,Flo Milli,08PvCOlef4xdOr20jFSTPd
Top 50 - South Africa,Jealousy (feat. Leemckrazy & Ceeka RSA),6OGNF7mro80pMi5q1HhylS,False,61,Jealousy (feat. Leemckrazy & Ceeka RSA),0prfEaQxPCu9UqPSnscpoS,https://i.scdn.co/image/ab67616d0000b2730543bb904774044220a71b38,2023-11-17,Khalil Harrison,2zq3Zm57y4TxZRbMZ05CGp
Top 50 - South Africa,Me & U,4nFrcGM7MY1mpoQCC7Kefj,False,82,Me & U,0D1Qm49Hq9cwYbRDeC1HGa,https://i.scdn.co/image/ab67616d0000b2734dfcb8700811f123ed8eca16,2023-10-05,Tems,687cZJR45JO7jhk1LHIbgq
Top 50 - South Africa,Stick Season,0mflMxspEfB0VbI1kyLiAv,False,97,Stick Season,50ZenUP4O2Q5eCy2NRNvuz,https://i.scdn.co/image/ab67616d0000b2736ee35072df1af802cca09918,2022-10-14,Noah Kahan,2RQXRUsr4IW1f3mKyKsy4B
Top 50 - South Africa,Amazwe (feat. Mawhoo),2Oe52Ggx8lxxI55azZbr5h,False,61,Isimo,4fHsKSIC0nL0cJimyaDT21,https://i.scdn.co/image/ab67616d0000b2734ddaf6f637212db3d7ceafac,2023-10-27,Kabza De Small,1bNjWBFWsAAzZSR59lRdpR
Top 50 - South Africa,greedy,3rUGC1vUpkDG9CZFHMur1t,True,100,greedy,3UOV8XvCwMKaATRNXrYCjN,https://i.scdn.co/image/ab67616d0000b27322fd802bc61db666c7c81aa8,2023-09-15,Tate McRae,45dkTj5sMRSjrmBSBeiHym
Top 50 - South Africa,Sure Thing,0JXXNGljqupsJaZsgSbMZV,False,90,All I Want Is You,493HYe7N5pleudEZRyhE7R,https://i.scdn.co/image/ab67616d0000b273d5a8395b0d80b8c48a5d851c,2010-11-26,Miguel,360IAlyVv4PCEVjgyMZrxK
Top 50 - South Africa,Agora Hills,5PyDJG7SQRgWXefgexqIge,True,85,Scarlet,1bBez9PNvkJPW08bU7NYta,https://i.scdn.co/image/ab67616d0000b273a840032f14ab22da396e43cb,2023-09-20,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5
