playlist_name,music_name,music_id,music_explicit,music_popularity,album_name,album_id,album_image,album_release_date,artist_name,artist_id
Top 50 - Canada,Heartless,4EWCNWgDS8707fNSZ1oaA5,False,91,808s & Heartbreak,3WFTGIO6E3Xh4paEOBY9OU,https://i.scdn.co/image/ab67616d0000b273346d77e155d854735410ed18,2008-11-24,Kanye West,5K4W6rqBFWDnAN6FQUkS6x
Top 50 - Canada,No Role Modelz,68Dni7IE4VyPkTOH9mRWHr,True,91,2014 Forest Hills Drive,0UMMIkurRUmkruZ3KGBLtG,https://i.scdn.co/image/ab67616d0000b273c6e0948bbb0681ff29cdbae8,2014-12-09,J. Cole,6l3HvQ5sa6mXTsMTB19rO5
Top 50 - Mexico,La Diabla,0R6NfOiLzLj4O5VbYSJAjf,False,99,La Diabla,2IoSjweCu07y9mv5H1Cj3v,https://i.scdn.co/image/ab67616d0000b2731501c770de50a22b25d67611,2023-11-30,Xavi,3Me35AWHCGqW4sZ7bWWJt1
Top 50 - Mexico,La Víctima,5XVdHRf4CAJ2Jm0uMIy5qY,True,96,La Víctima,30KJEN3ICjhYsZ1NgunRCr,https://i.scdn.co/image/ab67616d0000b2730e8dc9720dd03d86627fa54b,2023-08-17,Xavi,3Me35AWHCGqW4sZ7bWWJt1
Top 50 - Mexico,Igual Que Un Ángel (with Peso Pluma),6XaJfhwof7qIgbbXO5tIQI,False,95,ORQUÍDEAS,5U20AVSsUvycGtWip4XQfo,https://i.scdn.co/image/ab67616d0000b2736b291990c6ae00ab2fe5bfcc,2024-01-12,Kali Uchis,1U1el3k54VvEUzo3ybLPlM
Top 50 - Mexico,FIRST LOVE,3QQAeMQbbjZXVFbF8DgFWT,False,91,FIRST LOVE,4NNAc6EF4agYuWUqZ5OZr0,https://i.scdn.co/image/ab67616d0000b273e47439187384e475312992b9,2023-12-07,Oscar Ortiz,0FvHxb8a4I0A2i8jKCsFei
Top 50 - Mexico,Que Onda,6uIIdjYTxxpWOyWuVXrKQO,True,94,Que Onda,4x6cjOcVz44aiLSOHCLKPd,https://i.scdn.co/image/ab67616d0000b273c8fd4190e32eed2dfcd00f66,2023-08-30,Calle 24,6dLuQ5qXxIuWc5urxfIiZR
Top 50 - Mexico,HARLEY QUINN,6CvTEtGagmzQvkUzzyKR9k,True,94,Pa las Baby's Y Belikeada,3zu0hJJew2qXZNlselIQk8,https://i.scdn.co/image/ab67616d0000b273ad57982065339f7dc2058efe,2023-10-20,Fuerza Regida,0ys2OFYzWYB5hRDLCsBqxt
Top 50 - Mexico,Alucin,6ED7qim1NAX1HjNU8039WS,True,91,Alucin,6tPNZ9sIL1aQUooAlItmCB,https://i.scdn.co/image/ab67616d0000b273086a84a764dc341262487967,2023-11-17,Eugenio Esquivel,5HeN1Iza4nZe03sFlonddz
Top 50 - Mexico,Poco A Poco,4loIMejzvt11s97SGVEat8,False,91,Poco A Poco,0Xc7skil4XnM9I2bzAtqgl,https://i.scdn.co/image/ab67616d0000b273b79bb48c27ca9d10b784a52d,2023-09-21,Xavi,3Me35AWHCGqW4sZ7bWWJt1
Top 50 - Mexico,Y LLORO,6RcAHyC5sAUIbPTkhOQwd8,True,91,$AD BOYZ 4 LIFE II,7Lv6VzSqIz1sAssK2JUskG,https://i.scdn.co/image/ab67616d0000b273f3ba6742a35f111aaea1ca2f,2023-10-05,Junior H,7Gi6gjaWy3DxyilpF1a8Is
Top 50 - Mexico,LUNA,7bywjHOc0wSjGGbj04XbVi,False,97,FERXXOCALIPSIS,0lgs2Sa82lyX89nBUWyUy6,https://i.scdn.co/image/ab67616d0000b273f1aad814a40ec7419c234242,2023-12-01,Feid,2LRoIwlKmHjgvigdNGBHNo
Top 50 - Mexico,ROCKSTAR,6YOfGIE6iFxC7G8OlGGvzW,True,88,$AD BOYZ 4 LIFE II,7Lv6VzSqIz1sAssK2JUskG,https://i.scdn.co/image/ab67616d0000b273f3ba6742a35f111aaea1ca2f,2023-10-05,Junior H,7Gi6gjaWy3DxyilpF1a8Is
Top 50 - Mexico,La Intención,05tGmdz9dVZ4yGqz4YJdPK,False,86,La Intención,3tKHDHYrbcCFDC1yDeLOx2,https://i.scdn.co/image/ab67616d0000b2732adc67663c45fdbbbd049fa9,2024-01-27,Christian Nodal,0XwVARXT135rw8lyw1EeWP
Top 50 - Mexico,Rompe La Dompe,2OWv3lRR8PtOVuHWzQNRs2,True,91,Rompe La Dompe,3qmauw54W5zniG20b5q4iJ,https://i.scdn.co/image/ab67616d0000b273a7a330bed7c3b2217e3be9a8,2023-12-28,Peso Pluma,12GqGscKJx3aE4t07u7eVZ
Top 50 - Mexico,O Me Voy O Te Vas,127UT7AiWflJwjXWUBBVTQ,False,89,O Me Voy O Te Vas,4oMV5zQlFluZYsbw1knD97,https://i.scdn.co/image/ab67616d0000b273c1814d19b44c5e9df7ef33bd,2023-10-11,Natanael Cano,0elWFr7TW8piilVRYJUe4P
Top 50 - Mexico,EL AMOR DE SU VIDA,0O3U5iwTbiXCREMkvotJuN,False,91,El Comienzo,5i9lMMUZ1QZNsLEE3j50kT,https://i.scdn.co/image/ab67616d0000b27382ce4c7bbf861185252e82ae,2023-08-25,Grupo Frontera,6XkjpgcEsYab502Vr1bBeW
Top 50 - Mexico,Apaga El Cel,1sXr6moCwVxwKEgSPxhVvF,False,87,Apaga El Cel,5Isy5T3w9NjggarK5RxrQZ,https://i.scdn.co/image/ab67616d0000b273d312df961b08d6919786d560,2023-12-22,Calle 24,6dLuQ5qXxIuWc5urxfIiZR
Top 50 - Mexico,QLONA,5RqSsdzTNPX1uzkmlHCFvK,True,93,MAÑANA SERÁ BONITO (BICHOTA SEASON),0FqAaUEyKCyUNFE1uQPZ7i,https://i.scdn.co/image/ab67616d0000b273d026bf9d7780f6a1267b4d03,2023-08-10,KAROL G,790FomKkXshlbRYZFtlgla
Top 50 - Mexico,BELLAKEO,05WVKTdZhlIMX4qqMLuo0f,True,95,BELLAKEO,3VLY9g3CAG1Y5r2eGVEaZ0,https://i.scdn.co/image/ab67616d0000b2736601556a0f7c0b54ded13c9d,2023-12-07,Peso Pluma,12GqGscKJx3aE4t07u7eVZ
Top 50 - Mexico,ELOVRGA,2TJKY0WSFufZOzbRNgl6zE,True,89,ELOVRGA,2EmOYnsIj3bkiPYTuhsqZR,https://i.scdn.co/image/ab67616d0000b273c470398d2c6a0005706d9876,2023-08-18,Alex Favela,5TcnuUD5MHBfd1cO4kweWD
Top 50 - Mexico,A Puro Dolor,1rXxK89X0XGpIdTB6CwiFu,False,87,A Puro Dolor,54bkVDCc7dG3QpIvFePi4a,https://i.scdn.co/image/ab67616d0000b273c5f0277555a99f3816865a00,2023-11-30,Gabito Ballesteros,6Sbl0NT50roqWvy746MfVf
Top 50 - Mexico,Según Quién,4bw8mcDUSRWfQo63ZTYRnU,True,90,Don Juan,3Fk8yQvPlCHgwR2pNhEIRA,https://i.scdn.co/image/ab67616d0000b273d688b951a19f48941682e026,2023-08-25,Maluma,1r4hJ1h58CWwUQe3MxPuau
Top 50 - Mexico,Modo DND,1TEKUj8c5iyRNUUxo9SdSD,True,90,Modo DND,0HkgYr2M6KeK2dWgIJE6AC,https://i.scdn.co/image/ab67616d0000b2738ba8f8c74b28ef7f25ae554a,2023-10-26,Xavi,3Me35AWHCGqW4sZ7bWWJt1
Top 50 - Mexico,LADY GAGA,7mXuWTczZNxG5EDcjFEuJR,True,91,GÉNESIS,4jox3ip1I39DFC2B7R5qLH,https://i.scdn.co/image/ab67616d0000b2732fb583ed96f8f35cbf2897ba,2023-06-29,Peso Pluma,12GqGscKJx3aE4t07u7eVZ
Top 50 - Mexico,PERRO NEGRO,7iQXYTyuG13aoeHxGG28Nh,True,96,nadie sabe lo que va a pasar mañana,4FftCsAcXXD1nFO9RFUNFO,https://i.scdn.co/image/ab67616d0000b2737b1fc51ff3257b5286a1ecec,2023-10-13,Bad Bunny,4q3ewBCX7sLwd24euuV69X
Top 50 - Mexico,Regalo De Dios,51qYdMBxt9mFbtZBzq1Yfi,False,85,PRESENTE,0JoUcdNtc8iAKHGFj7Ppf9,https://i.scdn.co/image/ab67616d0000b27301b15b3f93799c1823cde7bd,2023-11-17,Julión Álvarez y su Norteño Banda,1bfl0AU8SqmLkElptOprhC
Top 50 - Mexico,Primera Cita,25OeKzcqakFPaJlXHPE5lm,False,87,Colmillo De Leche,52PtAAvfi8ZGTRK5c700y4,https://i.scdn.co/image/ab67616d0000b2730e30fcf494fd711ad068d1cd,2023-05-19,Carin Leon,66ihevNkSYNzRAl44dx6jJ
Top 50 - Mexico,CRAZYZ,4zfQER4owi8q6NL8Gg63Ya,True,89,Pa las Baby's Y Belikeada,3zu0hJJew2qXZNlselIQk8,https://i.scdn.co/image/ab67616d0000b273ad57982065339f7dc2058efe,2023-10-20,Fuerza Regida,0ys2OFYzWYB5hRDLCsBqxt
Top 50 - Mexico,Elvira,1xgWArLVFD1AKsLzftZYc2,True,85,DISTORSIÓN,5MmiVlJJBI7hSd5QQIlHUT,https://i.scdn.co/image/ab67616d0000b27380c0cca1f04f91858a72ed09,2023-12-22,Oscar Maydon,3l9G1G9MxH6DaRhwLklaf5
Top 50 - Mexico,LOU LOU,3FvTHuefYV6TxE3Kseqno8,True,89,LOU LOU,1sHlTAYqr45xrIUxcDrkmn,https://i.scdn.co/image/ab67616d0000b27338c5b1d6170ff3120bbbaf42,2023-10-19,Gabito Ballesteros,6Sbl0NT50roqWvy746MfVf
Top 50 - Mexico,Mi Bello Angel,4t46soaqA758rbukTO5pp1,True,88,Nata Montana,507VZINfvVEAyrcPbJuOVU,https://i.scdn.co/image/ab67616d0000b273e2e093427065eaca9e2f2970,2023-06-30,Natanael Cano,0elWFr7TW8piilVRYJUe4P
Top 50 - Mexico,La Suma,1tzj4DDVNp6X2ltpdTGtZW,False,81,La Suma,6cpIPgg4Bv4Oc29R7uCqOR,https://i.scdn.co/image/ab67616d0000b27380bfbd9b68c0b63b59c4f480,2023-11-15,Javier Rosas Y Su Artillería Pesada,5FAAR1LqXQp0HbgVfQ8ZWE
Top 50 - Mexico,Lo Tienes Todo,29vIEdxgMT9H1fnBMecWjA,False,86,PRESENTE,0JoUcdNtc8iAKHGFj7Ppf9,https://i.scdn.co/image/ab67616d0000b27301b15b3f93799c1823cde7bd,2023-11-17,Julión Álvarez y su Norteño Banda,1bfl0AU8SqmLkElptOprhC
Top 50 - Mexico,Mi Kryptonita,1UL2Sn9KX8StSDOp8ZEAOC,False,87,Talento de Vida,6qxrH0TOwnCuxvj4pvmImH,https://i.scdn.co/image/ab67616d0000b27333952070f48e43537e62ddda,2023-10-11,Doble ONE Flow Letal,25OaNybC8G6g5KkAmthQtX
Top 50 - Mexico,Cactus,213Q7w8RMi5qbj18kvWasy,True,80,Cactus,4tENygDaMnwk2xajkMm5l1,https://i.scdn.co/image/ab67616d0000b27367d897fc5975cc6e2d0f6748,2024-01-31,Belinda,5LeiVcEnsZcwc133TUhJNW
Top 50 - Mexico,UNA CERVEZA,0lbDzTINTToToBpkrnQT2t,True,86,Pa las Baby's Y Belikeada,3zu0hJJew2qXZNlselIQk8,https://i.scdn.co/image/ab67616d0000b273ad57982065339f7dc2058efe,2023-10-20,Fuerza Regida,0ys2OFYzWYB5hRDLCsBqxt
Top 50 - Mexico,Ya No Estoy Dolido,2DRGyAlo0ht15FGLTQPCCt,False,82,Ya No Estoy Dolido,2nngUrtFjoEjByLvyaHS9g,https://i.scdn.co/image/ab67616d0000b273a22b28c19d9d1692c0a461be,2024-01-08,Adrian L Santos,2KtMgfc6pR6Jpovuqrs8Ac
Top 50 - Mexico,ANDO,4GvEuYAfJlICR2SpMDaBxQ,True,84,ÉNFASIS,3Yg6mB7aDyVFTZBMcJPG5B,https://i.scdn.co/image/ab67616d0000b273c9af3d78758eaf8d896fd37c,2023-12-01,Jere Klein,35oGZihZclGoTVuICPXRP9
Top 50 - Mexico,Tipo Gatsby,1PTgQ0HyfwbXRKapVPNKxI,True,85,DISTORSIÓN,5MmiVlJJBI7hSd5QQIlHUT,https://i.scdn.co/image/ab67616d0000b27380c0cca1f04f91858a72ed09,2023-12-22,Oscar Maydon,3l9G1G9MxH6DaRhwLklaf5
Top 50 - Mexico,Sin Pagar Renta,2NQZVzSRRatbbPWD5IfadH,False,87,Sin Pagar Renta,6THFGUOwWMPRb6x58aVpDZ,https://i.scdn.co/image/ab67616d0000b2732ae1bf089ccd566ac123a2f6,2023-07-06,Xavi,3Me35AWHCGqW4sZ7bWWJt1
Top 50 - Mexico,Vete,1GtIK8iINes4gNt06F60NU,False,84,ALFA & OMEGA,63HJKqg9tMk2eJyQezaTes,https://i.scdn.co/image/ab67616d0000b2734ad368f24e056b99f00fb0af,2022-09-30,Alfredo Olivas,5xYNmNkaWRqu3e5F4UXME8
Top 50 - Mexico,QUE VUELVAS,5HR7yfhSCeoOHRQN05XnZQ,False,85,El Comienzo,5i9lMMUZ1QZNsLEE3j50kT,https://i.scdn.co/image/ab67616d0000b27382ce4c7bbf861185252e82ae,2023-08-25,Grupo Frontera,6XkjpgcEsYab502Vr1bBeW
Top 50 - Mexico,Proyecto X,3PdxzrKH2jVQwAYWe0OMK8,True,76,Proyecto X,26bEhG1sClXny7YvN4eRxs,https://i.scdn.co/image/ab67616d0000b273345f15a9156e7babfb06eedb,2024-02-02,Gabito Ballesteros,6Sbl0NT50roqWvy746MfVf
Top 50 - Mexico,LA FALDA,7iUtQNMRB8ZkKC4AmEuCJC,True,92,LVEU: VIVE LA TUYA...NO LA MIA,1ZVJTCW5rxpHKNgsNL91J2,https://i.scdn.co/image/ab67616d0000b273c75c054b6b209b0b91d818d8,2023-09-18,Myke Towers,7iK8PXO48WeuP03g8YR51W
Top 50 - Mexico,Alch Si,5cWgwbui8BasfjCXvBZ7UA,False,85,Alch Si,7rCPyUIciqYswpRXTa1JYc,https://i.scdn.co/image/ab67616d0000b27356a33080ac44c93c978c7a52,2023-11-30,Carin Leon,66ihevNkSYNzRAl44dx6jJ
Top 50 - Mexico,"Young Miko: Bzrp Music Sessions, Vol. 58",6VciS3dRMpZhJiDxT8ArFi,False,94,"Young Miko: Bzrp Music Sessions, Vol. 58",0HMTQPl6rJmP7sQEaRYHRo,https://i.scdn.co/image/ab67616d0000b2737b58409ef2fbbcd4d0f4ed05,2024-01-10,Bizarrap,716NhGYqD1jl2wI1Qkgq36
Top 50 - Mexico,BIPOLAR,3wlIAXSDtlD9iU8ysld06Z,True,88,BIPOLAR,6obRcLVFuI4x6jan7GNkYJ,https://i.scdn.co/image/ab67616d0000b273e26340898110cbde4cb74e17,2023-09-07,Peso Pluma,12GqGscKJx3aE4t07u7eVZ
Top 50 - Mexico,Skin de Bandida,5SHXikmjPwChjvpVIeYkMf,False,85,Skin de Bandida,0NiGTgtWqXzGSRsfcBoFnw,https://i.scdn.co/image/ab67616d0000b27381db99ce744a419c8ff02162,2023-09-22,Oscar Maydon,3l9G1G9MxH6DaRhwLklaf5
Top 50 - Mexico,LA PEOPLE,1RzjXhgnzqb3dMa5852itx,True,88,GÉNESIS,4jox3ip1I39DFC2B7R5qLH,https://i.scdn.co/image/ab67616d0000b2732fb583ed96f8f35cbf2897ba,2023-06-29,Peso Pluma,12GqGscKJx3aE4t07u7eVZ
Top 50 - Mexico,Bling Bling,5B8FWDSKUT5Ui1CsCfopWh,True,86,Bling Bling,4LxiVBlQPYvmhx6UR4CIWy,https://i.scdn.co/image/ab67616d0000b2733916f576b36a7c75e730f974,2023-11-27,Grupo Marca Registrada,1gW6pz5n1aK249L0GvfQCC
Top 50 - Mexico,un x100to,2yzshFeBIwH8tWIqHEFLeD,False,87,El Comienzo,5i9lMMUZ1QZNsLEE3j50kT,https://i.scdn.co/image/ab67616d0000b27382ce4c7bbf861185252e82ae,2023-08-25,Grupo Frontera,6XkjpgcEsYab502Vr1bBeW
Top 50 - USA,Beautiful Things,6tNQ70jh4OwmPGpYy6R2o9,False,95,Beautiful Things,29aSKB1qPEbN0Qf9OPSQpw,https://i.scdn.co/image/ab67616d0000b273f2a919d3fa0f2b2593c92d19,2024-01-18,Benson Boone,22wbnEMDvgVIAGdFeek6ET
Top 50 - USA,Stick Season,0mflMxspEfB0VbI1kyLiAv,False,97,Stick Season,50ZenUP4O2Q5eCy2NRNvuz,https://i.scdn.co/image/ab67616d0000b2736ee35072df1af802cca09918,2022-10-14,Noah Kahan,2RQXRUsr4IW1f3mKyKsy4B
Top 50 - USA,redrum,52eIcoLUM25zbQupAZYoFh,True,96,american dream,2RRYaYHY7fIIdvFlvgb5vq,https://i.scdn.co/image/ab67616d0000b273bbdceba2bf1867d4966d0347,2024-01-12,21 Savage,1URnnhqYAYcrqrcwql10ft
Top 50 - USA,I Remember Everything (feat. Kacey Musgraves),4KULAymBBJcPRpk1yO4dOG,False,94,Zach Bryan,6PbnGueEO6LGodPfvNldYf,https://i.scdn.co/image/ab67616d0000b273e5a25ed08d1e7e0fbb440cef,2023-08-25,Zach Bryan,40ZNYROS4zLfyyBSs2PGe2
Top 50 - USA,Lovin On Me,4xhsWYTOGcal8zt0J161CU,True,99,Lovin On Me,6VCO0fDBGbRW8mCEvV95af,https://i.scdn.co/image/ab67616d0000b273fcf4adae77baba5d0169e8e8,2023-11-10,Jack Harlow,2LIk90788K0zvyj2JJVwkJ
Top 50 - USA,Never Lose Me,6uTPdRrEDeH8Fyg5L5qmeU,True,92,Never Lose Me,4K5YnziH8o3NoEsxv8zviL,https://i.scdn.co/image/ab67616d0000b2736a17369515a43d96fb18d193,2023-11-30,Flo Milli,08PvCOlef4xdOr20jFSTPd
Top 50 - USA,My Love Mine All Mine,3vkCueOmm7xQDoJ17W1Pm3,False,99,The Land Is Inhospitable and So Are We,2Cn1d2KgbkAqbZCJ1RzdkA,https://i.scdn.co/image/ab67616d0000b27334f21d3047d85440dfa37f10,2023-09-15,Mitski,2uYWxilOVlUdk4oV9DvwqK
Top 50 - USA,La Diabla,0R6NfOiLzLj4O5VbYSJAjf,False,99,La Diabla,2IoSjweCu07y9mv5H1Cj3v,https://i.scdn.co/image/ab67616d0000b2731501c770de50a22b25d67611,2023-11-30,Xavi,3Me35AWHCGqW4sZ7bWWJt1
Top 50 - USA,Snooze,4iZ4pt7kvcaH6Yo8UoZ4s2,True,93,SOS,07w0rG5TETcyihsEIZR3qG,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,2022-12-09,SZA,7tYKF4w9nC0nq9CsPZTHyP
Top 50 - USA,greedy,3rUGC1vUpkDG9CZFHMur1t,True,100,greedy,3UOV8XvCwMKaATRNXrYCjN,https://i.scdn.co/image/ab67616d0000b27322fd802bc61db666c7c81aa8,2023-09-15,Tate McRae,45dkTj5sMRSjrmBSBeiHym
Top 50 - USA,Cruel Summer,1BxfuPKGuaTgP7aM0Bbdwr,False,99,Lover,1NAmidJlEaVgA3MpcPFYGq,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647,2019-08-23,Taylor Swift,06HL4z0CvFAxyc27GXpf02
Top 50 - USA,Lose Control,17phhZDn6oGtzMe56NuWvj,False,93,I've Tried Everything But Therapy (Part 1),7nacKlk586eLRBSIsrk9DB,https://i.scdn.co/image/ab67616d0000b2731a0323cc23419360a34a3ace,2023-09-15,Teddy Swims,33qOK5uJ8AR2xuQQAhHump
Top 50 - USA,ONE CALL,69phA1R4gmQsBFRQ3INW8C,True,82,Ghetto Fabulous,2D1j7mjB55lvygjMmYgTYT,https://i.scdn.co/image/ab67616d0000b2732c2ada65af543cc22f7676d2,2023-11-17,Rich Amiri,2sF5nNXnrrsCPZlt8ZpyGd
Top 50 - USA,I KNOW ?,6wsqVwoiVH2kde4k4KKAFU,True,92,UTOPIA,18NOKLkZETa4sWwLMIm0UZ,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44,2023-07-28,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY
Top 50 - USA,Something in the Orange,3WMj8moIAXJhHsyLaqIIHI,False,91,Something in the Orange,1CmTOKCeyz1aHH04OwvTPv,https://i.scdn.co/image/ab67616d0000b273b2b6670e3aca9bcd55fbabbb,2022-04-22,Zach Bryan,40ZNYROS4zLfyyBSs2PGe2
Top 50 - USA,Rich Baby Daddy (feat. Sexyy Red & SZA),1yeB8MUNeLo9Ek1UEpsyz6,True,93,For All The Dogs,4czdORdCWP9umpbhFXK2fW,https://i.scdn.co/image/ab67616d0000b2737d384516b23347e92a587ed1,2023-10-06,Drake,3TVXtAsR1Inumwj472S9r4
Top 50 - USA,FE!N (feat. Playboi Carti),42VsgItocQwOQC3XWZ8JNA,True,92,UTOPIA,18NOKLkZETa4sWwLMIm0UZ,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44,2023-07-28,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY
Top 50 - USA,Surround Sound (feat. 21 Savage & Baby Tate),1udwFobQ1JoOdWPQrp2b6u,True,94,The Forever Story (Extended Version),4rJDCELWL0fjdmN9Gn4f4g,https://i.scdn.co/image/ab67616d0000b273cae6e44dcc84e2035c3ad092,2022-10-31,JID,6U3ybJ9UHNKEdsH7ktGBZ7
Top 50 - USA,HISS,79AHPJd8upvNxyK2qQcY8J,True,89,HISS,2QfxtFVJK1qh8pj2DEFHlA,https://i.scdn.co/image/ab67616d0000b2739ea288a3dbc316b15cab5ad0,2024-01-26,Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK
Top 50 - USA,"One Of The Girls (with JENNIE, Lily Rose Depp)",7CyPwkp0oE8Ro9Dd5CUDjW,False,98,The Idol Episode 4 (Music from the HBO Original Series),7tzVd1fwkxsorytCBjEJkU,https://i.scdn.co/image/ab67616d0000b273b0dd6a5cd1dec96c4119c262,2023-06-23,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ
Top 50 - USA,Igual Que Un Ángel (with Peso Pluma),6XaJfhwof7qIgbbXO5tIQI,False,95,ORQUÍDEAS,5U20AVSsUvycGtWip4XQfo,https://i.scdn.co/image/ab67616d0000b2736b291990c6ae00ab2fe5bfcc,2024-01-12,Kali Uchis,1U1el3k54VvEUzo3ybLPlM
Top 50 - USA,500lbs,6rjuKpPydT2SxN15TZpV7r,True,87,TEC,4EURMuWFiLLRmQYoH5cgiE,https://i.scdn.co/image/ab67616d0000b273c4e6adea69105e6b6e214b96,2023-09-22,Lil Tecca,4Ga1P7PMIsmqEZqhYZQgDo
Top 50 - USA,Last Night,7K3BhSpAxZBznislvUMVtn,True,86,One Thing At A Time,6i7mF7whyRJuLJ4ogbH2wh,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9,2023-03-03,Morgan Wallen,4oUHIQIBe0LHzYfvXNW4QM
Top 50 - USA,vampire,1kuGVB7EU95pJObxwvfwKS,True,95,GUTS,1xJHno7SmdVtZAtXbdbDZp,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d,2023-09-08,Olivia Rodrigo,1McMsnEElThX1knmY4oliG
Top 50 - USA,Fast Car,1Lo0QY9cvc8sUB2vnIOxDT,False,88,Gettin' Old,5Uly85dJHHDfHQCsyUQ8gw,https://i.scdn.co/image/ab67616d0000b273ca650d3a95022e0490434ba1,2023-03-24,Luke Combs,718COspgdWOnwOFpJHRZHS
Top 50 - USA,Pink + White,3xKsf9qdS1CyvXSMEid6g8,False,92,Blonde,3mH6qwIy9crq0I9YQbOuDf,https://i.scdn.co/image/ab67616d0000b273c5649add07ed3720be9d5526,2016-08-20,Frank Ocean,2h93pZq0e7k5yf4dywlkpM
Top 50 - USA,La Víctima,5XVdHRf4CAJ2Jm0uMIy5qY,True,96,La Víctima,30KJEN3ICjhYsZ1NgunRCr,https://i.scdn.co/image/ab67616d0000b2730e8dc9720dd03d86627fa54b,2023-08-17,Xavi,3Me35AWHCGqW4sZ7bWWJt1
Top 50 - USA,act ii: date @ 8,4HMop4Re0iucehmF7mgV27,True,88,act ii: date @ 8,77SuFKKJ3OY3ZgvuQNBiFA,https://i.scdn.co/image/ab67616d0000b273aa22e6a9258dcc425a4a5019,2023-12-15,4batz,5fi7lIgJGH3RgUpJYcffQ7
Top 50 - USA,Popular (with Playboi Carti & Madonna) - From The Idol Vol. 1 (Music from the HBO Original Series),6WzRpISELf3YglGAh7TXcG,True,96,Popular (Music from the HBO Original Series),5O0zUvdnJr0RbWzLFneN2i,https://i.scdn.co/image/ab67616d0000b2734c8f092adc59b4bf4212389d,2023-06-02,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ
Top 50 - USA,Bandit,7sTyAjxDXq9afwfSQy6D0s,True,83,Bandit,0jSSRlhYuZmtLMrYB8pjzC,https://i.scdn.co/image/ab67616d0000b273a149905378aeccdfcc04aa80,2024-02-01,Don Toliver,4Gso3d4CscCijv0lmajZWs
Top 50 - USA,fukumean,4rXLjWdF2ZZpXCVTfWcshS,True,92,a Gift & a Curse,5qmZefgh78fN3jsyPPlvuw,https://i.scdn.co/image/ab67616d0000b273017d5e26552345c4b1575b6c,2023-06-16,Gunna,2hlmm7s2ICUX0LVIhVFlZQ
Top 50 - USA,IDGAF (feat. Yeat),2YSzYUF3jWqb9YP9VXmpjE,True,92,For All The Dogs,4czdORdCWP9umpbhFXK2fW,https://i.scdn.co/image/ab67616d0000b2737d384516b23347e92a587ed1,2023-10-06,Drake,3TVXtAsR1Inumwj472S9r4
Top 50 - USA,Agora Hills,5PyDJG7SQRgWXefgexqIge,True,85,Scarlet,1bBez9PNvkJPW08bU7NYta,https://i.scdn.co/image/ab67616d0000b273a840032f14ab22da396e43cb,2023-09-20,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5
Top 50 - USA,"yes, and?",7gaA3wERFkFkgivjwbSvkG,True,97,"yes, and?",2B9amdrHDIKOoEiPUfZGtb,https://i.scdn.co/image/ab67616d0000b2736b0b6e20fdb1ee07de7e92d6,2024-01-12,Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR
Top 50 - USA,"What Was I Made For? [From The Motion Picture ""Barbie""]",6wf7Yu7cxBSPrRlWeSeK0Q,False,95,"What Was I Made For? [From The Motion Picture ""Barbie""]",3AafSrFIbJPH6BJHiJm1Cd,https://i.scdn.co/image/ab67616d0000b273ed317ec13d3de9e01fb99c9e,2023-07-13,Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH
Top 50 - USA,Kill Bill,1Qrg8KqiBpW07V7PNxwwwL,False,91,SOS,1nrVofqDRs7cpWXJ49qTnP,https://i.scdn.co/image/ab67616d0000b2730c471c36970b9406233842a5,2022-12-08,SZA,7tYKF4w9nC0nq9CsPZTHyP
Top 50 - USA,Flowers,7DSAEUvxU8FajXtRloy8M0,False,94,Endless Summer Vacation,5DvJgsMLbaR1HmAI6VhfcQ,https://i.scdn.co/image/ab67616d0000b273cd222052a2594be29a6616b5,2023-08-18,Miley Cyrus,5YGY8feqx7naU7z4HrwZM6
Top 50 - USA,Should've Been A Cowboy,4TJUS843fKiqqIzycM74Oy,False,77,Toby Keith,4aRsryJ8T9RLyudkkGJNbA,https://i.scdn.co/image/ab67616d0000b2739b3b9e4898eb80d8d8cbab8a,1993-04-20,Toby Keith,2bA6fzP0lMAQ4kz6CF61w8
Top 50 - USA,See You Again (feat. Kali Uchis),7KA4W4McWYRpgf0fWsJZWB,True,92,Flower Boy,2nkto6YNI4rUYTLqEwWJ3o,https://i.scdn.co/image/ab67616d0000b2738940ac99f49e44f59e6f7fb3,2017-07-21,"Tyler, The Creator",4V8LLVI7PbaPR0K2TGSxFF
